"LABNR","C14AGE","C14STD","MATERIAL","COUNTRY","REGION","SITE","LAT","LONG","CLASS","LITHICS","POTTERY","IRON","SOURCES"
"Beta-333282",180,30,"Charcoal_wood","COD","C","Kindoki",-5.07,15.01,"Ib relevant dates, medium archaeological context","-","indet","-","Clist 2018: 237 Tab. 18.1"
"Beta-333285",190,30,"Charcoal_wood","COD","C","Kindoki",-5.07,15.01,"Ib relevant dates, medium archaeological context","-","indet","-","Clist 2018: 237 Tab. 18.1"
"Beta-333286",250,30,"Charcoal_wood","COD","C","Kindoki",-5.07,15.01,"Ib relevant dates, medium archaeological context","-","indet","-","Clist 2018: 237 Tab. 18.1"
"Poz-59447",90,30,"Charcoal_wood","COD","C","Kindoki",-5.07,15.01,"Ib relevant dates, medium archaeological context","-","indet","-","Clist 2018: 237 Tab. 18.1"
"Poz-60769",200,30,"Charcoal_wood","COD","C","Kindoki",-5.07,15.01,"Ib relevant dates, medium archaeological context","-","indet","-","Clist 2018: 237 Tab. 18.1"
"Poz-80292",725,30,"Charcoal_wood","COD","C","Kindu",-4.95,13.61,"Ib relevant dates, medium archaeological context","-","(Kay Ladio)","tuyère; slag; object","Clist 2018: 237 Tab. 18.1, 239 Tab. 18.3, 254 Tab. 19.2; Clist et al. 2019: 11"
"Poz-69047",105,30,"Charcoal_wood","COD","C","Kinkinzi",-5.73,15.14,"Ib relevant dates, medium archaeological context","-","indet","-","Clist 2018: 237 Tab. 18.1"
"Gif-9399",450,40,"-","COG","C","Kitsounga 1",-3.97,14.93,"Ib relevant dates, medium archaeological context","-","-","slag","Dupre/Pincon 1997; Garcin et al. 2018"
"Gif-6502",200,100,"-","COG","C","Konga",-2.33,12.79,"Ib relevant dates, medium archaeological context","-","-","slag","Pincon 1991a: 249 Tab. 1"
"Gif-8969",1650,40,"-","COG","C","Lékana",-2.33,14.58,"Ib relevant dates, medium archaeological context","-","-","slag","Dupre/Pincon 1997; Garcin et al. 2018"
"Poz-59437",130,30,"Charcoal_wood","COD","C","Lemfu",-5.06,15.01,"Ib relevant dates, medium archaeological context","-","indet","-","Clist 2018: 238 Tab. 18.1"
"Arc-373",2110,60,"-","COG","C","Les Saras",-4.18,12.28,"Ib relevant dates, medium archaeological context","-","-","slag","de Foresta et al. 1990: 10; Eggert 1993: 303"
"Gif-8609",1910,50,"-","COG","C","Loukoko 1",-4.52,14.6,"Ib relevant dates, medium archaeological context","-","-","slag","Pincon et al. 1995: 1245, Dupre/Pincon 1997"
"Poz-33057",75,30,"Charcoal_wood","COD","C","Luki",-5.61,13.12,"Ib relevant dates, medium archaeological context","-","indet","-","unpublished (Wannes hubau)"
"Beta-329502",910,30,"Charcoal_endocarp_elaeis","COD","C","Lukula",-5.44,12.96,"Ib relevant dates, medium archaeological context","-","indet","slag","Hubau et al. 2014"
"Beta-329503",1190,30,"Charcoal_endocarp_elaeis","COD","C","Lukula",-5.44,12.96,"Ib relevant dates, medium archaeological context","-","indet","slag","Hubau et al. 2014"
"Poz-33005",1060,30,"Charcoal_wood","COD","C","Lukula",-5.44,12.96,"Ib relevant dates, medium archaeological context","-","indet","slag","Hubau et al. 2014"
"Gif-8164",130,50,"-","COG","C","Mafamba",-3.37,16.18,"Ib relevant dates, medium archaeological context","-","indet","-","Pincon 1991a: 249 Tab. 1; Pincon 1991b: 28, 30 Tab. 1"
"Gif-8607",960,60,"-","COG","C","Mah 1",-3.34,15.49,"Ib relevant dates, medium archaeological context","-","-","slag","Dupre/Pincon 1997; Garcin et al. 2018"
"Gif-8162",80,30,"-","COG","C","Mah 2",-3.33,15.47,"Ib relevant dates, medium archaeological context","-","-","slag","Pincon 1991b: 30 Tab. 1; Dupre/Pincon 1997; Garcin et al. 2018"
"Gif-9397",1350,40,"-","COG","C","Masamasa 1",-3.88,14.88,"Ib relevant dates, medium archaeological context","-","-","slag","Dupre/Pincon 1997; Garcin et al. 2018"
"Gif-8156",130,50,"-","COG","C","Masamasa II",-3.88,14.88,"Ib relevant dates, medium archaeological context","-","-","slag","Pincon 1991a: 249 Tab. 1; Pincon 1991b: 30 Tab. 1"
"RICH-26751",1726,27,"Charcoal_wood","COD","C","Mbanza 2",-5.73,13.73,"Ib relevant dates, medium archaeological context","-","indet","-","unpublished (BantuFirst)"
"RICH-26753",1765,26,"Charcoal_wood","COD","C","Mbanza 2",-5.73,13.73,"Ib relevant dates, medium archaeological context","-","indet","-","unpublished (BantuFirst)"
"RICH-26754",1740,28,"Charcoal_endocarp_elaeis","COD","C","Mbanza 2",-5.73,13.73,"Ib relevant dates, medium archaeological context","-","indet","-","unpublished (BantuFirst)"
"RICH-26786",1739,25,"Charcoal_wood","COD","C","Mbanza 2",-5.73,13.73,"Ib relevant dates, medium archaeological context","-","indet","-","unpublished (BantuFirst)"
"Arc-340",540,50,"-","COG","C","Mont Barnier",-4.2,15.21,"Ib relevant dates, medium archaeological context","-","indet","-","Pincon 1991a: 249 Tab. 1; Pincon 1991b: 30 Tab. 1"
"Lv-1531",690,50,"-","COG","C","Moubiri",-3.87,13.75,"Ib relevant dates, medium archaeological context","-","indet","slag","Pincon 1991a: 249 Tab. 1"
"Lv-1532",610,90,"-","COG","C","Moubiri",-3.87,13.75,"Ib relevant dates, medium archaeological context","-","indet","slag","Pincon 1991a: 249 Tab. 1"
"Lv-1533",860,50,"-","COG","C","Moubiri",-3.87,13.75,"Ib relevant dates, medium archaeological context","-","indet","slag","Pincon 1991a: 249 Tab. 1"
"Lv-1534",280,60,"-","COG","C","Moubiri",-3.87,13.75,"Ib relevant dates, medium archaeological context","-","-","slag, copper","Pincon 1991a: 249 Tab. 1"
"Gif-5986",660,80,"Charcoal","COG","C","Mpassa",-4.3,14.27,"Ib relevant dates, medium archaeological context","-","-","copper","de Maret 1985a; Pincon 1991a: 249 Tab. 1"
"RICH-26752",1262,25,"Charcoal_wood","COD","C","Muanda 13",-5.97,12.45,"Ib relevant dates, medium archaeological context","-","indet","-","unpublished (BantuFirst)"
"RICH-26741",1525,26,"Charcoal_endocarp_elaeis","COD","C","Muanda 6",-5.89,12.3,"Ib relevant dates, medium archaeological context","-","indet","-","unpublished (BantuFirst)"
"RICH-26746",1605,26,"Charcoal_endocarp_elaeis","COD","C","Muanda 6",-5.89,12.3,"Ib relevant dates, medium archaeological context","-","indet","-","unpublished (BantuFirst)"
"Tx-7320",2190,70,"-","COG","C","Mvindou",-4.47,11.95,"Ib relevant dates, medium archaeological context","-","indet","-","Denbow 2012; Garcin et al. 2018"
"RICH-26740",1571,27,"Charcoal_endocarp_elaeis","COD","C","Nduizi",-5.74,13.75,"Ib relevant dates, medium archaeological context","-","indet","-","unpublished (BantuFirst)"
"RICH-26742",0,0,"Charcoal_wood","COD","C","Nduizi",-5.74,13.75,"Ib relevant dates, medium archaeological context","-","indet","-","unpublished (BantuFirst)"
"RICH-26747",1873,27,"Charcoal_wood","COD","C","Nduizi",-5.74,13.75,"Ib relevant dates, medium archaeological context","-","indet","-","unpublished (BantuFirst)"
"RICH-26750",1673,26,"Charcoal_endocarp_elaeis","COD","C","Nduizi",-5.74,13.75,"Ib relevant dates, medium archaeological context","-","indet","-","unpublished (BantuFirst)"
"RICH-26758",1788,29,"Charcoal_endocarp_elaeis","COD","C","Nduizi",-5.74,13.75,"Ib relevant dates, medium archaeological context","-","indet","-","unpublished (BantuFirst)"
"Gif-7438",430,50,"-","COG","C","Ngidi",-4.07,15.08,"Ib relevant dates, medium archaeological context","-","indet","slag, copper","Pincon 1991a: 249 Tab. 1; Pincon 1991b: 30 Tab. 1"
"Beta-347644",120,30,"-","COD","C","Ngongo Mbata",-5.78,15.12,"Ib relevant dates, medium archaeological context","-","indet","-","Clist 2018: 238 Tab. 18.1"
"Beta-379379",330,30,"Charcoal_wood","COD","C","Ngongo Mbata",-5.78,15.12,"Ib relevant dates, medium archaeological context","-","indet","-","Clist 2018: 238 Tab. 18.1"
"Poz-60775",175,30,"Charcoal_wood","COD","C","Ngongo Mbata",-5.78,15.12,"Ib relevant dates, medium archaeological context","-","indet","-","Clist 2018: 238 Tab. 18.1"
"Poz-60776",280,30,"Charcoal_wood","COD","C","Ngongo Mbata",-5.78,15.12,"Ib relevant dates, medium archaeological context","-","indet","-","Clist 2018: 238 Tab. 18.1"
"Poz-69043",185,30,"Charcoal_wood","COD","C","Ngongo Mbata",-5.78,15.12,"Ib relevant dates, medium archaeological context","-","indet","-","Clist 2018: 238 Tab. 18.1"
"Poz-80296",205,30,"Charcoal_wood","COD","C","Ngongo Mbata",-5.78,15.12,"Ib relevant dates, medium archaeological context","-","indet","-","Clist 2018: 238 Tab. 18.1"
"Beta-347645",0,0,"-","COD","C","Ngongo Mbata Village",-5.77,15.11,"Ib relevant dates, medium archaeological context","-","indet","-","Clist 2018: 238 Tab. 18.1"
"Gif-8159",960,30,"-","COG","C","Ngoulonkila 1",-2.43,14.58,"Ib relevant dates, medium archaeological context","-","-","slag","Pincon 1991b: 30 Tab. 1; Dupre/Pincon 1997; Garcin et al. 2018"
"Gif-9396",180,50,"-","COG","C","Ngoulonkila 2",-2.42,14.58,"Ib relevant dates, medium archaeological context","-","-","slag","Dupre/Pincon 1997; Garcin et al. 2018"
"RICH-26739",524,24,"Charcoal","COD","C","Nguemba",-5.77,13.74,"Ib relevant dates, medium archaeological context","-","indet","slag","unpublished (BantuFirst)"
"RICH-26748",585,25,"Charcoal","COD","C","Nguemba",-5.77,13.74,"Ib relevant dates, medium archaeological context","-","indet","slag","unpublished (BantuFirst)"
"SacA-29137",540,90,"Charcoal_rockart","COD","C","Nkamba",-5.75,14.44,"Ib relevant dates, medium archaeological context","-","indet","-","Heimlich 2016: 1276 Tab. 1; Clist 2018: 239 Tab. 18.2"
"Hv-6251",115,70,"Charcoal","COD","C","Ntende",-4.33,15.33,"Ib relevant dates, medium archaeological context","-","indet","-","van Noten 1982; Clist 2018: 238 Tab. 18.2"
"Gif-7436",1120,50,"-","COG","C","Ntsimou",-3.57,15.21,"Ib relevant dates, medium archaeological context","-","indet","slag","Pincon 1991a: 249 Tab. 1; Pincon 1991b: 26, 30 Tab. 1"
"Gif-5796",1460,90,"Charcoal","COG","C","Nzabi",-2.38,14.45,"Ib relevant dates, medium archaeological context","-","-","slag","Kouyoumontzakis u.a. 1985; Pincon 1991a: 249 Tab. 1; Pincon 1991b: 30 Tab. 1"
"Gif-7434",1720,60,"-","COG","C","Obelango",-1.27,15.46,"Ib relevant dates, medium archaeological context","-","indet","-","Pincon 1991a: 249 Tab. 1; Pincon 1991b: 30 Tab. 1"
"Gif-9403",270,60,"-","COG","C","Oka",-3.58,15.25,"Ib relevant dates, medium archaeological context","-","-","slag","Dupre/Pincon 1997; Garcin et al. 2018"
"Gif-9395",900,40,"-","COG","C","Okiéni",-3.17,16.05,"Ib relevant dates, medium archaeological context","-","-","slag","Dupre/Pincon 1997; Garcin et al. 2018"
"Gif-9402",470,50,"-","COG","C","Ongia",-2.43,14.98,"Ib relevant dates, medium archaeological context","-","-","slag","Dupre/Pincon 1997; Garcin et al. 2018"
"Gif-8606",470,40,"-","COG","C","Ossa",-2.52,15.25,"Ib relevant dates, medium archaeological context","-","-","slag","Dupre/Pincon 1997; Garcin et al. 2018"
"Gif-4223",1240,90,"Charcoal","COG","C","Point-Noire",-4.75,11.85,"Ib relevant dates, medium archaeological context","(indet)","indet","-","de Maret 1985a; Kouyoumontzakis u.a. 1985; de Maret 1990: 450 Tab. 1"
"Lv-1697",2290,50,"Charcoal_endocarp_elaeis","COD","C","Sakuzi",-5.17,14.01,"Ib relevant dates, medium archaeological context","-","indet","-","Gosselain 1988; de Maret 1990: 450 Tab. 1; Clist 2018: 239 Tab. 18.2, Tab. 18.3; Garcin et al. 2018"
"Lv-1699",2120,65,"Charcoal_endocarp_elaeis","COD","C","Sakuzi",-5.17,14.01,"Ib relevant dates, medium archaeological context","-","indet","-","Gosselain 1988; de Maret 1990: 450 Tab. 1; Clist 2018: 239 Tab. 18.2, Tab. 18.3; Garcin et al. 2018"
"RICH-26756",1767,26,"Charcoal_endocarp_elaeis","COD","C","Sakuzi",-5.17,14.01,"Ib relevant dates, medium archaeological context","-","indet","-","unpublished (BantuFirst)"
"RICH-26775",1803,25,"Charcoal_wood","COD","C","Sakuzi",-5.17,14.01,"Ib relevant dates, medium archaeological context","-","indet","-","unpublished (BantuFirst)"
"RICH-26776",1661,24,"Charcoal_wood","COD","C","Sakuzi",-5.17,14.01,"Ib relevant dates, medium archaeological context","-","indet","-","unpublished (BantuFirst)"
"RICH-26787",2160,25,"Charcoal_endocarp_elaeis","COD","C","Sakuzi",-5.17,14.01,"Ib relevant dates, medium archaeological context","-","indet","-","unpublished (BantuFirst)"
"SacA-17788",245,30,"Charcoal","COD","C","Tovo",-5.76,14.47,"Ib relevant dates, medium archaeological context","-","indet","-","Heimlich et al. 2013: 1387 Tab. 1; Clist 2018: 239 Tab. 18.2"
"SacA-17789",225,30,"Wood","COD","C","Tovo",-5.76,14.47,"Ib relevant dates, medium archaeological context","-","indet","-","Heimlich 2014; Clist 2018: 239 Tab. 18.2"
"SacA-17790",235,30,"Wood","COD","C","Tovo",-5.76,14.47,"Ib relevant dates, medium archaeological context","-","indet","-","Heimlich 2014; Clist 2018: 239 Tab. 18.2"
"SacA-18832",350,30,"Charcoal","COD","C","Tovo",-5.76,14.47,"Ib relevant dates, medium archaeological context","-","indet","-","Heimlich et al. 2013: 1387 Tab. 1; Clist 2018: 239 Tab. 18.2"
"SacA-21461",280,30,"Charcoal_rockart","COD","C","Tovo",-5.76,14.47,"Ib relevant dates, medium archaeological context","-","indet","-","Heimlich 2016: 1276 Tab. 1; Clist 2018: 239 Tab. 18.2"
"SacA-21462",355,30,"Charcoal_rockart","COD","C","Tovo",-5.76,14.47,"Ib relevant dates, medium archaeological context","-","indet","-","Heimlich 2016: 1276 Tab. 1; Clist 2018: 239 Tab. 18.2"
"SacA-21463",325,30,"Charcoal_rockart","COD","C","Tovo",-5.76,14.47,"Ib relevant dates, medium archaeological context","-","indet","-","Heimlich 2016: 1276 Tab. 1; Clist 2018: 239 Tab. 18.2"
"SacA-22300",270,30,"Charcoal_rockart","COD","C","Tovo",-5.76,14.47,"Ib relevant dates, medium archaeological context","-","indet","-","Heimlich 2016: 1276 Tab. 1; Clist 2018: 239 Tab. 18.2"
"SacA-22301",255,30,"Charcoal_rockart","COD","C","Tovo",-5.76,14.47,"Ib relevant dates, medium archaeological context","-","indet","-","Heimlich 2016: 1276 Tab. 1; Clist 2018: 239 Tab. 18.2"
"SacA-22302",250,30,"Charcoal_rockart","COD","C","Tovo",-5.76,14.47,"Ib relevant dates, medium archaeological context","-","indet","-","Heimlich 2016: 1276 Tab. 1; Clist 2018: 239 Tab. 18.2"
"SacA-22303",365,30,"Charcoal_rockart","COD","C","Tovo",-5.76,14.47,"Ib relevant dates, medium archaeological context","-","indet","-","Heimlich 2016: 1276 Tab. 1; Clist 2018: 239 Tab. 18.2"
"SacA-29124",450,30,"Pottery","COD","C","Tovo 2",-5.76,14.47,"Ib relevant dates, medium archaeological context","-","indet","-","Heimlich 2016: 1276 Tab. 1; Clist 2018: 239 Tab. 18.2"
"Poz-84662",195,30,"-","COG","C","Travers-Blanc",-4.28,14.34,"Ib relevant dates, medium archaeological context","-","indet","-","Nikis 2018: II 35"
"Crg-862",570,50,"-","COG","C","Tsabouka",-4.26,14.43,"Ib relevant dates, medium archaeological context","-","-","slag","Pincon 1991a: 249 Tab. 1; Dupre/Pincon 1997: 47 Tab"
"Crg-865",750,70,"-","COG","C","Tsabouka",-4.26,14.43,"Ib relevant dates, medium archaeological context","-","-","slag","Pincon 1991a: 249 Tab. 1"
"Poz-69263",2230,30,"Charcoal_wood","COD","C","Kitala",-5.55,14.87,"Ic relevant dates, poor archaeological context","(indet)","(Kitala)","(slag)","Clist 2018: 238 Tab. 18.1"
"Gif-4391",1990,90,"Charcoal","COG","C","Ntadi Yomba",-4.25,13.77,"Ic relevant dates, poor archaeological context","-","-","-","Delibrias/Guilier 1988: 83; Kouyoumontzakis u.a. 1985"
"Gif-4614",690,200,"Charcoal","COG","C","Ntadi Yomba",-4.25,13.77,"Ic relevant dates, poor archaeological context","-","-","-","Delibrias/Guilier 1988: 83; Kouyoumontzakis u.a. 1985"
"Gif-2948",1890,90,"Charcoal","COG","C","Point-Noire",-4.75,11.85,"Ic relevant dates, poor archaeological context","-","-","-","Giresse/Kouyoumontzakis 1974: 50; de Maret 1982: 3; Kouyoumontzakis u.a. 1985: 17"
"SacA-29125",1335,45,"Charcoal_rockart","COD","C","Tovo",-5.76,14.47,"Ic relevant dates, poor archaeological context","-","(indet)","-","Heimlich 2016: 1276 Tab. 1; Clist 2018: 239 Tab. 18.2"
"Beta-314122",580,30,"Charcoal_wood","COD","C","Luki",-5.61,13.12,"Id relevant dates, strong proxy for human activity (charred fruit remains but no artefacts)","-","(indet)","-","Hubau et al. 2013; Hubau et al. 2015"
"Poz-33055",2055,30,"Charcoal_wood","COD","C","Luki",-5.61,13.12,"Id relevant dates, strong proxy for human activity (charred fruit remains but no artefacts)","-","(indet)","-","Hubau et al. 2013; Hubau et al. 2015"
"Poz-33056",0,0,"Charcoal_wood","COD","C","Luki",-5.61,13.12,"Id relevant dates, strong proxy for human activity (charred fruit remains but no artefacts)","-","-","-","unpublished (Wannes hubau)"
"Poz-39109",2140,35,"Charcoal_wood","COD","C","Luki",-5.61,13.12,"Id relevant dates, strong proxy for human activity (charred fruit remains but no artefacts)","-","(indet)","-","Hubau et al. 2013; Hubau et al. 2015"
"Poz-39110",2205,35,"Charcoal_wood","COD","C","Luki",-5.61,13.12,"Id relevant dates, strong proxy for human activity (charred fruit remains but no artefacts)","-","(indet)","-","Hubau et al. 2013; Hubau et al. 2015"
"Gif-8150",2680,30,"-","COG","C","Galintsoa",-3.93,14.92,"IIa irrelevant dates, related to lithic artefacts only","indet","-","-","Pincon 1991b: 27, 30 Tab. 1"
"GrN-7219",3385,35,"Charcoal (scattered sample)","COD","C","Gombe-Point",-4.3,15.28,"IIa irrelevant dates, related to lithic artefacts only","Upper Tshitolian","-","-","Cahen 1976: 592 Fig. 9; Cahen/Moeyersons 1977: 813 Tab. 1; van Noten 1982; Cahen et al. 1983: 444 Tab. 1B"
"Tx-7021",2950,80,"-","COG","C","Gray Sands",-4.39,11.66,"IIa irrelevant dates, related to lithic artefacts only","indet","-","-","Denbow 2012: 387 Tab. 1"
"Tx-6690",2310,70,"-","COG","C","Kayes",-4.42,11.7,"IIa irrelevant dates, related to lithic artefacts only","indet
","-","-","Denbow 2012: 387 Tab. 1"
"Hv-6254",2985,95,"Charcoal","COD","C","Kwimba",-5.64,14.88,"IIa irrelevant dates, related to lithic artefacts only","indet","(indet)","-","de Maret 1990: 450 Tab. 1; Clist 2018: 238 Tab. 18.2"
"RICH-26743",2118,27,"Charcoal_wood","COD","C","Mantsetsi",-4.95,13.63,"IIa irrelevant dates, related to lithic artefacts only","indet","-","-","unpublished (BantuFirst)"
"RICH-26744",2217,27,"Charcoal_wood","COD","C","Mantsetsi",-4.95,13.63,"IIa irrelevant dates, related to lithic artefacts only","indet","(indet)","-","unpublished (BantuFirst)"
"RICH-26745",2193,28,"Charcoal_wood","COD","C","Mantsetsi",-4.95,13.63,"IIa irrelevant dates, related to lithic artefacts only","indet","-","-","unpublished (BantuFirst)"
"Gif-6504",3700,90,"-","COG","C","Ntsimou",-3.57,15.21,"IIa irrelevant dates, related to lithic artefacts only","indet","-","-","Pincon 1991b: 25, 30 Tab. 1; Assoko Ndong 2001; Garcin et al. 2018"
"Gif-6053",2370,80,"-","COG","C","Gangalingolo",-4.22,14.15,"IIb irrelevant dates, doubtful archaeological context (post-depositional mixing)","-","-","-","de Maret 1985a: 146; Garcin et al. 2018"
"GrN-7279",3525,35,"Charcoal (scattered sample)","COD","C","Gombe-Point",-4.3,15.28,"IIb irrelevant dates, doubtful archaeological context (post-depositional mixing)","-","(indet)","-","Cahen et al. 1983: 444 Tab. 1B; van Noten 1982"
"GrN-7668",2225,50,"Charcoal (scattered sample)","COD","C","Gombe-Point",-4.3,15.28,"IIb irrelevant dates, doubtful archaeological context (post-depositional mixing)","-","(indet)","-","Cahen et al. 1983: 444 Tab. 1B; de Maret/Stainier 1999; Clist 2018: 238 Tab. 18.2"
"GrN-7669",915,20,"Charcoal (scattered sample)","COD","C","Gombe-Point",-4.3,15.28,"IIb irrelevant dates, doubtful archaeological context (post-depositional mixing)","-","(indet)","-","Cahen et al. 1983: 444 Tab. 1A; Pincon 1991a: 249 Tab. 1; Clist 2018: 238 Tab. 18.2"
"GrN-7670",2550,90,"Charcoal (scattered sample)","COD","C","Gombe-Point",-4.3,15.28,"IIb irrelevant dates, doubtful archaeological context (post-depositional mixing)","-","(indet)","-","de Maret 1982; Cahen et al. 1983: 444 Tab. 1A; Garcin et al. 2018; Clist 2018: 238 Tab. 18.2"
"Poz-59436",2955,35,"Charcoal_wood","COD","C","Kinsala",-5.73,15.14,"IIb irrelevant dates, doubtful archaeological context (post-depositional mixing)","-","(indet)","(slag); (object); (tuyère)","Clist 2018: 237 Tab. 18.1"
"Poz-59485",2815,30,"Charcoal_wood","COD","C","Kinsala",-5.73,15.14,"IIb irrelevant dates, doubtful archaeological context (post-depositional mixing)","-","(indet)","(slag); (object); (tuyère)","Clist 2018: 237 Tab. 18.1"
"Hv-6252",310,85,"Charcoal","COD","C","Lovo",-5.73,14.46,"IIb irrelevant dates, doubtful archaeological context (post-depositional mixing)","-","-","-","van Noten 1982; Clist 2018: 238 Tab. 18.2"
